cluster,raw_log
8,"[Sun Dec 04 16:24:06 2005] [error] mod_jk child workerEnv in error state 6"
9,"[Sun Dec 04 16:31:07 2005] [notice] jk2_init() Found child 1248 in scoreboard slot 7"
9,"[Sun Dec 04 16:32:37 2005] [notice] jk2_init() Found child 1253 in scoreboard slot 9"
7,"[Sun Dec 04 16:32:56 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties"
8,"[Sun Dec 04 16:32:56 2005] [error] mod_jk child workerEnv in error state 6"
9,"[Sun Dec 04 16:32:58 2005] [notice] jk2_init() Found child 1254 in scoreboard slot 7"
2,"- 1120216069 2005.07.01 R21-M1-N8-C:J05-U11 2005-07-01-04.07.49.783918 R21-M1-N8-C:J05-U11 RAS KERNEL INFO generating core.23615"
2,"- 1120216139 2005.07.01 R36-M0-N7-C:J11-U01 2005-07-01-04.08.59.340805 R36-M0-N7-C:J11-U01 RAS KERNEL INFO generating core.865"
2,"- 1120216148 2005.07.01 R20-M1-N5-C:J06-U11 2005-07-01-04.09.08.743891 R20-M1-N5-C:J06-U11 RAS KERNEL INFO generating core.1626"
2,"- 1120216152 2005.07.01 R34-M0-N7-C:J08-U11 2005-07-01-04.09.12.043520 R34-M0-N7-C:J08-U11 RAS KERNEL INFO generating core.16594"
2,"- 1120216232 2005.07.01 R26-M0-N5-C:J07-U11 2005-07-01-04.10.32.786113 R26-M0-N5-C:J07-U11 RAS KERNEL INFO generating core.30586"
2,"- 1120216240 2005.07.01 R20-M1-N2-C:J17-U01 2005-07-01-04.10.40.232817 R20-M1-N2-C:J17-U01 RAS KERNEL INFO generating core.18540"
2,"- 1120216246 2005.07.01 R31-M1-N5-C:J11-U01 2005-07-01-04.10.46.426573 R31-M1-N5-C:J11-U01 RAS KERNEL INFO generating core.9825"
2,"- 1120216290 2005.07.01 R21-M1-NB-C:J07-U01 2005-07-01-04.11.30.534564 R21-M1-NB-C:J07-U01 RAS KERNEL INFO generating core.6698"
2,"- 1120216479 2005.07.01 R23-M1-NE-C:J13-U01 2005-07-01-04.14.39.846764 R23-M1-NE-C:J13-U01 RAS KERNEL INFO generating core.4525"
2,"- 1120216591 2005.07.01 R33-M1-N8-C:J17-U11 2005-07-01-04.16.31.056361 R33-M1-N8-C:J17-U11 RAS KERNEL INFO generating core.28084"
2,"- 1120216621 2005.07.01 R23-M1-NC-C:J14-U01 2005-07-01-04.17.01.697115 R23-M1-NC-C:J14-U01 RAS KERNEL INFO generating core.6028"
2,"- 1120216963 2005.07.01 R10-M1-ND-C:J17-U11 2005-07-01-04.22.43.382322 R10-M1-ND-C:J17-U11 RAS KERNEL INFO generating core.536"
2,"- 1120216974 2005.07.01 R10-M0-N2-C:J02-U01 2005-07-01-04.22.54.950859 R10-M0-N2-C:J02-U01 RAS KERNEL INFO generating core.15655"
2,"- 1120217012 2005.07.01 R16-M1-N6-C:J15-U01 2005-07-01-04.23.32.012882 R16-M1-N6-C:J15-U01 RAS KERNEL INFO generating core.8628"
2,"- 1120217049 2005.07.01 R15-M1-N9-C:J07-U11 2005-07-01-04.24.09.678810 R15-M1-N9-C:J07-U11 RAS KERNEL INFO generating core.12122"
2,"- 1120217052 2005.07.01 R17-M1-N7-C:J08-U01 2005-07-01-04.24.12.881758 R17-M1-N7-C:J08-U01 RAS KERNEL INFO generating core.2210"
2,"- 1120217064 2005.07.01 R15-M1-NF-C:J16-U11 2005-07-01-04.24.24.044042 R15-M1-NF-C:J16-U11 RAS KERNEL INFO generating core.10312"
2,"- 1120217117 2005.07.01 R12-M1-N6-C:J16-U01 2005-07-01-04.25.17.269721 R12-M1-N6-C:J16-U01 RAS KERNEL INFO generating core.228"
2,"- 1120217126 2005.07.01 R14-M1-NE-C:J14-U11 2005-07-01-04.25.26.994401 R14-M1-NE-C:J14-U11 RAS KERNEL INFO generating core.332"
2,"- 1120217169 2005.07.01 R14-M0-N2-C:J15-U11 2005-07-01-04.26.09.649848 R14-M0-N2-C:J15-U11 RAS KERNEL INFO generating core.15740"
2,"- 1120217184 2005.07.01 R11-M1-N2-C:J11-U11 2005-07-01-04.26.24.856056 R11-M1-N2-C:J11-U11 RAS KERNEL INFO generating core.3389"
3,"- 1120231520 2005.07.01 UNKNOWN_LOCATION 2005-07-01-08.25.20.466953 UNKNOWN_LOCATION NULL DISCOVERY INFO Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005"
0,"- 1120241131 2005.07.01 R37-M1-N4 2005-07-01-11.05.31.120732 R37-M1-N4 NULL DISCOVERY SEVERE Can not get assembly information for node card"
0,"- 1120259710 2005.07.01 R33-M1-N2-C:J17-U11 2005-07-01-16.15.10.056728 R33-M1-N2-C:J17-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120259762 2005.07.01 R37-M0-NE-C:J10-U01 2005-07-01-16.16.02.658866 R37-M0-NE-C:J10-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120259871 2005.07.01 R33-M0-N6-C:J07-U01 2005-07-01-16.17.51.960797 R33-M0-N6-C:J07-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120259888 2005.07.01 R25-M0-N7-C:J11-U01 2005-07-01-16.18.08.272925 R25-M0-N7-C:J11-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120259941 2005.07.01 R25-M1-N2-C:J08-U01 2005-07-01-16.19.01.600033 R25-M1-N2-C:J08-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120260065 2005.07.01 R27-M1-N8-C:J17-U01 2005-07-01-16.21.05.938269 R27-M1-N8-C:J17-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120260098 2005.07.01 R33-M0-N8-C:J07-U01 2005-07-01-16.21.38.233353 R33-M0-N8-C:J07-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120260870 2005.07.01 R20-M0-N5-C:J15-U01 2005-07-01-16.34.30.861885 R20-M0-N5-C:J15-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120260976 2005.07.01 R30-M1-NE-C:J02-U01 2005-07-01-16.36.16.829568 R30-M1-NE-C:J02-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120261034 2005.07.01 R23-M0-N1-C:J02-U11 2005-07-01-16.37.14.984043 R23-M0-N1-C:J02-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120262099 2005.07.01 R24-M1-NB-C:J14-U11 2005-07-01-16.54.59.334330 R24-M1-NB-C:J14-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120262185 2005.07.01 R35-M1-N7-C:J04-U01 2005-07-01-16.56.25.711911 R35-M1-N7-C:J04-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120262310 2005.07.01 R32-M1-ND-C:J11-U11 2005-07-01-16.58.30.209233 R32-M1-ND-C:J11-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120262314 2005.07.01 R32-M1-NB-C:J04-U11 2005-07-01-16.58.34.595623 R32-M1-NB-C:J04-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120262332 2005.07.01 R36-M0-N4-C:J15-U01 2005-07-01-16.58.52.572817 R36-M0-N4-C:J15-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120262354 2005.07.01 R24-M1-NC-C:J07-U11 2005-07-01-16.59.14.798327 R24-M1-NC-C:J07-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120263044 2005.07.01 R36-M0-N5-C:J16-U11 2005-07-01-17.10.44.021307 R36-M0-N5-C:J16-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120263061 2005.07.01 R31-M1-N2-C:J14-U01 2005-07-01-17.11.01.016985 R31-M1-N2-C:J14-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120263168 2005.07.01 R24-M0-N3-C:J09-U01 2005-07-01-17.12.48.485919 R24-M0-N3-C:J09-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120263355 2005.07.01 R35-M0-N6-C:J17-U11 2005-07-01-17.15.55.227258 R35-M0-N6-C:J17-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120265452 2005.07.01 R33-M1-NE-C:J11-U01 2005-07-01-17.50.52.851643 R33-M1-NE-C:J11-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265503 2005.07.01 R24-M1-NB-C:J06-U01 2005-07-01-17.51.43.600692 R24-M1-NB-C:J06-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265529 2005.07.01 R27-M1-N2-C:J03-U01 2005-07-01-17.52.09.980967 R27-M1-N2-C:J03-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265540 2005.07.01 R24-M1-NA-C:J14-U01 2005-07-01-17.52.20.409124 R24-M1-NA-C:J14-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265568 2005.07.01 R34-M0-N9-C:J08-U01 2005-07-01-17.52.48.085606 R34-M0-N9-C:J08-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265591 2005.07.01 R30-M1-NB-C:J17-U11 2005-07-01-17.53.11.746402 R30-M1-NB-C:J17-U11 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265616 2005.07.01 R35-M1-N1-C:J09-U01 2005-07-01-17.53.36.360670 R35-M1-N1-C:J09-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120265656 2005.07.01 R23-M0-N6-C:J11-U01 2005-07-01-17.54.16.064998 R23-M0-N6-C:J11-U01 RAS KERNEL INFO 458720 double-hummer alignment exceptions"
0,"- 1120266813 2005.07.01 R21-M0-ND-C:J07-U11 2005-07-01-18.13.33.739748 R21-M0-ND-C:J07-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120266847 2005.07.01 R33-M0-N2-C:J10-U01 2005-07-01-18.14.07.256483 R33-M0-N2-C:J10-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120266866 2005.07.01 R30-M1-N9-C:J08-U11 2005-07-01-18.14.26.319216 R30-M1-N9-C:J08-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120266887 2005.07.01 R35-M1-N5-C:J04-U01 2005-07-01-18.14.47.324202 R35-M1-N5-C:J04-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120266925 2005.07.01 R25-M1-N2-C:J10-U01 2005-07-01-18.15.25.287847 R25-M1-N2-C:J10-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120266974 2005.07.01 R32-M0-NF-C:J17-U11 2005-07-01-18.16.14.553770 R32-M0-NF-C:J17-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
0,"- 1120267083 2005.07.01 R33-M0-N8-C:J10-U11 2005-07-01-18.18.03.046965 R33-M0-N8-C:J10-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions"
2,"- 1120351622 2005.07.02 R05-M0-NF-C:J09-U11 2005-07-02-17.47.02.835483 R05-M0-NF-C:J09-U11 RAS KERNEL INFO generating core.1114"
2,"- 1120351629 2005.07.02 R04-M0-N9-C:J17-U01 2005-07-02-17.47.09.816142 R04-M0-N9-C:J17-U01 RAS KERNEL INFO generating core.848"
2,"- 1120351671 2005.07.02 R05-M1-NE-C:J12-U01 2005-07-02-17.47.51.984240 R05-M1-NE-C:J12-U01 RAS KERNEL INFO generating core.2117"
2,"- 1120351682 2005.07.02 R04-M1-NE-C:J11-U11 2005-07-02-17.48.02.615045 R04-M1-NE-C:J11-U11 RAS KERNEL INFO generating core.3293"
2,"- 1120351719 2005.07.02 R05-M0-NC-C:J04-U01 2005-07-02-17.48.39.742843 R05-M0-NC-C:J04-U01 RAS KERNEL INFO generating core.1351"
2,"- 1120446972 2005.07.03 R36-M0-N6-C:J06-U01 2005-07-03-20.16.12.324256 R36-M0-N6-C:J06-U01 RAS KERNEL INFO generating core.17222"
2,"- 1120446979 2005.07.03 R22-M1-N9-C:J15-U01 2005-07-03-20.16.19.279199 R22-M1-N9-C:J15-U01 RAS KERNEL INFO generating core.20392"
2,"- 1120447005 2005.07.03 R26-M0-NA-C:J08-U11 2005-07-03-20.16.45.820915 R26-M0-NA-C:J08-U11 RAS KERNEL INFO generating core.31006"
2,"- 1120447017 2005.07.03 R20-M1-N1-C:J15-U11 2005-07-03-20.16.57.187615 R20-M1-N1-C:J15-U11 RAS KERNEL INFO generating core.20088"
2,"- 1120447042 2005.07.03 R37-M1-N3-C:J13-U11 2005-07-03-20.17.22.293433 R37-M1-N3-C:J13-U11 RAS KERNEL INFO generating core.26993"
2,"- 1120447058 2005.07.03 R23-M1-N7-C:J08-U11 2005-07-03-20.17.38.727762 R23-M1-N7-C:J08-U11 RAS KERNEL INFO generating core.20954"
2,"- 1120447377 2005.07.03 R23-M1-N5-C:J03-U11 2005-07-03-20.22.57.506170 R23-M1-N5-C:J03-U11 RAS KERNEL INFO generating core.6139"
2,"- 1120447387 2005.07.03 R23-M0-N5-C:J10-U01 2005-07-03-20.23.07.488351 R23-M0-N5-C:J10-U01 RAS KERNEL INFO generating core.10185"
2,"- 1120447451 2005.07.03 R32-M1-N5-C:J16-U11 2005-07-03-20.24.11.514321 R32-M1-N5-C:J16-U11 RAS KERNEL INFO generating core.13776"
2,"- 1120447561 2005.07.03 R24-M1-N8-C:J16-U01 2005-07-03-20.26.01.608125 R24-M1-N8-C:J16-U01 RAS KERNEL INFO generating core.19596"
2,"- 1120447592 2005.07.03 R34-M1-N0-C:J12-U01 2005-07-03-20.26.32.492671 R34-M1-N0-C:J12-U01 RAS KERNEL INFO generating core.15557"
2,"- 1120449671 2005.07.03 R31-M0-N7-C:J13-U01 2005-07-03-21.01.11.603590 R31-M0-N7-C:J13-U01 RAS KERNEL INFO generating core.4193"
2,"- 1120449678 2005.07.03 R37-M0-N1-C:J05-U11 2005-07-03-21.01.18.368546 R37-M0-N1-C:J05-U11 RAS KERNEL INFO generating core.7539"
2,"- 1120449800 2005.07.03 R21-M1-ND-C:J14-U01 2005-07-03-21.03.20.655726 R21-M1-ND-C:J14-U01 RAS KERNEL INFO generating core.22024"
2,"- 1120449840 2005.07.03 R27-M1-N3-C:J13-U11 2005-07-03-21.04.00.795038 R27-M1-N3-C:J13-U11 RAS KERNEL INFO generating core.22905"
2,"- 1120449964 2005.07.03 R21-M0-N6-C:J04-U11 2005-07-03-21.06.04.793853 R21-M0-N6-C:J04-U11 RAS KERNEL INFO generating core.24671"
2,"- 1120450102 2005.07.03 R22-M1-NC-C:J13-U11 2005-07-03-21.08.22.110006 R22-M1-NC-C:J13-U11 RAS KERNEL INFO generating core.17853"
2,"- 1120469475 2005.07.04 R33-M1-N7-C:J15-U01 2005-07-04-02.31.15.977001 R33-M1-N7-C:J15-U01 RAS KERNEL INFO generating core.25568"
2,"- 1120469605 2005.07.04 R21-M1-NB-C:J15-U01 2005-07-04-02.33.25.435620 R21-M1-NB-C:J15-U01 RAS KERNEL INFO generating core.23080"
2,"- 1120469660 2005.07.04 R21-M0-ND-C:J02-U01 2005-07-04-02.34.20.029089 R21-M0-ND-C:J02-U01 RAS KERNEL INFO generating core.9739"
2,"- 1120469698 2005.07.04 R31-M0-N9-C:J04-U11 2005-07-04-02.34.58.039555 R31-M0-N9-C:J04-U11 RAS KERNEL INFO generating core.7187"
2,"- 1120469722 2005.07.04 R23-M1-NA-C:J06-U01 2005-07-04-02.35.22.626530 R23-M1-NA-C:J06-U01 RAS KERNEL INFO generating core.23438"
2,"- 1120469778 2005.07.04 R25-M1-N1-C:J10-U01 2005-07-04-02.36.18.807780 R25-M1-N1-C:J10-U01 RAS KERNEL INFO generating core.7881"
2,"- 1120486467 2005.07.04 R10-M1-N1-C:J09-U01 2005-07-04-07.14.27.442953 R10-M1-N1-C:J09-U01 RAS KERNEL INFO generating core.9778"
2,"- 1120486586 2005.07.04 R12-M0-N1-C:J04-U11 2005-07-04-07.16.26.811512 R12-M0-N1-C:J04-U11 RAS KERNEL INFO generating core.7915"
2,"- 1120486728 2005.07.04 R17-M1-N4-C:J07-U11 2005-07-04-07.18.48.526515 R17-M1-N4-C:J07-U11 RAS KERNEL INFO generating core.3006"
2,"- 1120487288 2005.07.04 R36-M1-NB-C:J05-U01 2005-07-04-07.28.08.559194 R36-M1-NB-C:J05-U01 RAS KERNEL INFO generating core.14627"
2,"- 1120487397 2005.07.04 R26-M1-NA-C:J17-U01 2005-07-04-07.29.57.172516 R26-M1-NA-C:J17-U01 RAS KERNEL INFO generating core.2348"
2,"- 1120487464 2005.07.04 R34-M0-N7-C:J09-U01 2005-07-04-07.31.04.927617 R34-M0-N7-C:J09-U01 RAS KERNEL INFO generating core.226"
2,"- 1120487466 2005.07.04 R34-M0-N5-C:J04-U01 2005-07-04-07.31.06.190628 R34-M0-N5-C:J04-U01 RAS KERNEL INFO generating core.1219"
2,"- 1120487503 2005.07.04 R25-M0-NE-C:J11-U01 2005-07-04-07.31.43.800074 R25-M0-NE-C:J11-U01 RAS KERNEL INFO generating core.8877"
2,"- 1120487708 2005.07.04 R34-M1-N4-C:J09-U11 2005-07-04-07.35.08.890879 R34-M1-N4-C:J09-U11 RAS KERNEL INFO generating core.13558"
2,"- 1120487796 2005.07.04 R02-M1-N8-C:J17-U01 2005-07-04-07.36.36.338885 R02-M1-N8-C:J17-U01 RAS KERNEL INFO generating core.404"
2,"- 1120591331 2005.07.05 R32-M0-N4-I:J18-U01 2005-07-05-12.22.11.843446 R32-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/64mps.sequential.mapfile"
-1,"- 1120658382 2005.07.06 R27-M1-N1-C:J02-U11 2005-07-06-06.59.42.777345 R27-M1-N1-C:J02-U11 RAS KERNEL INFO 1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected"
2,"- 1120746917 2005.07.07 R07-M0-N6-C:J03-U01 2005-07-07-07.35.17.360203 R07-M0-N6-C:J03-U01 RAS KERNEL INFO generating core.631"
2,"- 1120746970 2005.07.07 R07-M0-N0-C:J06-U01 2005-07-07-07.36.10.216237 R07-M0-N0-C:J06-U01 RAS KERNEL INFO generating core.998"
10,"081110 103850 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000056_0/part-00056. blk_6140788650991100539"
31,"081110 103922 19 INFO dfs.FSDataset: Deleting block blk_7754477838724397551 file /mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551"
6,"081110 104018 9085 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-3452734573703603740 terminating"
6,"081110 104047 8882 INFO dfs.DataNode$PacketResponder: Received block blk_-4034227974316905164 of size 67108864 from /10.250.15.198"
10,"081110 104224 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424998"
6,"081110 104231 8978 INFO dfs.DataNode$DataXceiver: Receiving block blk_2972699288862031202 src: /10.250.5.161:51077 dest: /10.250.5.161:50010"
6,"081110 104309 9091 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4956232013010963754 src: /10.251.126.22:58984 dest: /10.251.126.22:50010"
10,"081110 104321 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to blk_8894334107354324777 size 3549832"
6,"081110 104357 9263 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6035642070260562886 terminating"
10,"081110 104401 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_4802366409699286298 size 3547304"
6,"081110 104404 9034 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1753161039594546561 src: /10.251.203.149:33685 dest: /10.251.203.149:50010"
6,"081110 104407 9110 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_859668537217019080 terminating"
10,"081110 104600 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000121_0/part-00121. blk_-2073265102548439691"
6,"081110 104825 9232 INFO dfs.DataNode$PacketResponder: Received block blk_3083630442630693250 of size 67108864 from /10.251.215.70"
6,"081110 104834 9213 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-4624597753370705281 terminating"
6,"081110 104839 9163 INFO dfs.DataNode$PacketResponder: Received block blk_-5236578579938215340 of size 67108864 from /10.250.7.244"
10,"081110 104847 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-6592952246351162022 size 67108864"
10,"081110 104914 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.224:50010 is added to blk_-3329473910909732817 size 67108864"
-1,"081110 105000 19 INFO dfs.FSDataset: Deleting block blk_-1347057913082589493 file /mnt/hadoop/dfs/data/current/subdir56/blk_-1347057913082589493"
6,"081110 105149 9274 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8198423074054354279 src: /10.251.203.149:46429 dest: /10.251.203.149:50010"
6,"081110 105203 9267 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_391813102554451063 terminating"
10,"081110 105219 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-6449891932967810179 size 67108864"
6,"081110 105252 9416 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8563999607069929505 src: /10.251.107.19:60076 dest: /10.251.107.19:50010"
-1,"081110 105345 19 INFO dfs.FSDataset: Deleting block blk_-4304240611296196935 file /mnt/hadoop/dfs/data/current/subdir55/blk_-4304240611296196935"
10,"081110 105456 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_-3663004104512304532 size 67108864"
10,"081110 105512 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749. blk_-6909607053783233975"
6,"081110 105521 9428 INFO dfs.DataNode$PacketResponder: Received block blk_-2141627858612526069 of size 67108864 from /10.251.111.37"
6,"081110 105553 9531 INFO dfs.DataNode$DataXceiver: Receiving block blk_5272731391668336674 src: /10.250.6.191:46509 dest: /10.250.6.191:50010"
10,"081110 105607 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_5491101910066444061 size 67108864"
31,"081110 105628 19 INFO dfs.FSDataset: Deleting block blk_5075966182561035053 file /mnt/hadoop/dfs/data/current/subdir53/blk_5075966182561035053"
6,"081110 105910 9510 INFO dfs.DataNode$PacketResponder: Received block blk_-5421365489363678155 of size 67108864 from /10.251.122.38"
6,"081110 105927 9498 INFO dfs.DataNode$PacketResponder: Received block blk_2294700909811950327 of size 67108864 from /10.251.90.64"
6,"081110 110021 9609 INFO dfs.DataNode$PacketResponder: Received block blk_7224257732880626802 of size 67108864 from /10.251.122.79"
6,"081110 110036 9429 INFO dfs.DataNode$PacketResponder: Received block blk_-8049908920306758342 of size 67108864 from /10.251.73.220"
10,"081110 110055 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6582383997201802925 size 67108864"
6,"081110 110059 9428 INFO dfs.DataNode$PacketResponder: Received block blk_6746178639682808096 of size 67108864 from /10.251.125.174"
